sample_id,subject,class,live,ref_image,ref_sha256,ref_width,ref_height,n_subject_images,prompt_idx,prompt_template,prompt
00424,dog8,dog,1,00.jpg,0c14902bd3fc3101ff1a27a1bbe9f6632466ae27db95eea1b2f94352341facd9,1280,1280,5,24,a cube shaped {0} {1},a cube shaped dog
00425,duck_toy,toy,0,00.jpg,f461a9eafea0870bf392943ba1d3c364f75e544e4d9df7fe559e6d8c541cbae5,1280,1280,4,0,a {0} {1} in the jungle,a toy in the jungle
00426,duck_toy,toy,0,00.jpg,f461a9eafea0870bf392943ba1d3c364f75e544e4d9df7fe559e6d8c541cbae5,1280,1280,4,1,a {0} {1} in the snow,a toy in the snow
00427,duck_toy,toy,0,00.jpg,f461a9eafea0870bf392943ba1d3c364f75e544e4d9df7fe559e6d8c541cbae5,1280,1280,4,2,a {0} {1} on the beach,a toy on the beach
00428,duck_toy,toy,0,00.jpg,f461a9eafea0870bf392943ba1d3c364f75e544e4d9df7fe559e6d8c541cbae5,1280,1280,4,3,a {0} {1} on a cobblestone street,a toy on a cobblestone street
00429,duck_toy,toy,0,00.jpg,f461a9eafea0870bf392943ba1d3c364f75e544e4d9df7fe559e6d8c541cbae5,1280,1280,4,4,a {0} {1} on top of pink fabric,a toy on top of pink fabric
00430,duck_toy,toy,0,00.jpg,f461a9eafea0870bf392943ba1d3c364f75e544e4d9df7fe559e6d8c541cbae5,1280,1280,4,5,a {0} {1} on top of a wooden floor,a toy on top of a wooden floor
00431,duck_toy,toy,0,00.jpg,f461a9eafea0870bf392943ba1d3c364f75e544e4d9df7fe559e6d8c541cbae5,1280,1280,4,6,a {0} {1} with a city in the background,a toy with a city in the background
00432,duck_toy,toy,0,00.jpg,f461a9eafea0870bf392943ba1d3c364f75e544e4d9df7fe559e6d8c541cbae5,1280,1280,4,7,a {0} {1} with a mountain in the background,a toy with a mountain in the background
00433,duck_toy,toy,0,00.jpg,f461a9eafea0870bf392943ba1d3c364f75e544e4d9df7fe559e6d8c541cbae5,1280,1280,4,8,a {0} {1} with a blue house in the background,a toy with a blue house in the background
00434,duck_toy,toy,0,00.jpg,f461a9eafea0870bf392943ba1d3c364f75e544e4d9df7fe559e6d8c541cbae5,1280,1280,4,9,a {0} {1} on top of a purple rug in a forest,a toy on top of a purple rug in a forest
00435,duck_toy,toy,0,00.jpg,f461a9eafea0870bf392943ba1d3c364f75e544e4d9df7fe559e6d8c541cbae5,1280,1280,4,10,a {0} {1} with a wheat field in the background,a toy with a wheat field in the background
00436,duck_toy,toy,0,00.jpg,f461a9eafea0870bf392943ba1d3c364f75e544e4d9df7fe559e6d8c541cbae5,1280,1280,4,11,a {0} {1} with a tree and autumn leaves in the background,a toy with a tree and autumn leaves in the background
00437,duck_toy,toy,0,00.jpg,f461a9eafea0870bf392943ba1d3c364f75e544e4d9df7fe559e6d8c541cbae5,1280,1280,4,12,a {0} {1} with the Eiffel Tower in the background,a toy with the Eiffel Tower in the background
00438,duck_toy,toy,0,00.jpg,f461a9eafea0870bf392943ba1d3c364f75e544e4d9df7fe559e6d8c541cbae5,1280,1280,4,13,a {0} {1} floating on top of water,a toy floating on top of water
00439,duck_toy,toy,0,00.jpg,f461a9eafea0870bf392943ba1d3c364f75e544e4d9df7fe559e6d8c541cbae5,1280,1280,4,14,a {0} {1} floating in an ocean of milk,a toy floating in an ocean of milk
00440,duck_toy,toy,0,00.jpg,f461a9eafea0870bf392943ba1d3c364f75e544e4d9df7fe559e6d8c541cbae5,1280,1280,4,15,a {0} {1} on top of green grass with sunflowers around it,a toy on top of green grass with sunflowers around it
00441,duck_toy,toy,0,00.jpg,f461a9eafea0870bf392943ba1d3c364f75e544e4d9df7fe559e6d8c541cbae5,1280,1280,4,16,a {0} {1} on top of a mirror,a toy on top of a mirror
00442,duck_toy,toy,0,00.jpg,f461a9eafea0870bf392943ba1d3c364f75e544e4d9df7fe559e6d8c541cbae5,1280,1280,4,17,a {0} {1} on top of the sidewalk in a crowded street,a toy on top of the sidewalk in a crowded street
00443,duck_toy,toy,0,00.jpg,f461a9eafea0870bf392943ba1d3c364f75e544e4d9df7fe559e6d8c541cbae5,1280,1280,4,18,a {0} {1} on top of a dirt road,a toy on top of a dirt road
00444,duck_toy,toy,0,00.jpg,f461a9eafea0870bf392943ba1d3c364f75e544e4d9df7fe559e6d8c541cbae5,1280,1280,4,19,a {0} {1} on top of a white rug,a toy on top of a white rug
00445,duck_toy,toy,0,00.jpg,f461a9eafea0870bf392943ba1d3c364f75e544e4d9df7fe559e6d8c541cbae5,1280,1280,4,20,a red {0} {1},a red toy
00446,duck_toy,toy,0,00.jpg,f461a9eafea0870bf392943ba1d3c364f75e544e4d9df7fe559e6d8c541cbae5,1280,1280,4,21,a purple {0} {1},a purple toy
00447,duck_toy,toy,0,00.jpg,f461a9eafea0870bf392943ba1d3c364f75e544e4d9df7fe559e6d8c541cbae5,1280,1280,4,22,a shiny {0} {1},a shiny toy
00448,duck_toy,toy,0,00.jpg,f461a9eafea0870bf392943ba1d3c364f75e544e4d9df7fe559e6d8c541cbae5,1280,1280,4,23,a wet {0} {1},a wet toy
00449,duck_toy,toy,0,00.jpg,f461a9eafea0870bf392943ba1d3c364f75e544e4d9df7fe559e6d8c541cbae5,1280,1280,4,24,a cube shaped {0} {1},a cube shaped toy
00450,fancy_boot,boot,0,00.jpg,cc13e821085d5a7661463714797fadb5eafcd96b2775e0c981bbfb5eda7fdeaf,2048,2048,6,0,a {0} {1} in the jungle,a boot in the jungle
00451,fancy_boot,boot,0,00.jpg,cc13e821085d5a7661463714797fadb5eafcd96b2775e0c981bbfb5eda7fdeaf,2048,2048,6,1,a {0} {1} in the snow,a boot in the snow
00452,fancy_boot,boot,0,00.jpg,cc13e821085d5a7661463714797fadb5eafcd96b2775e0c981bbfb5eda7fdeaf,2048,2048,6,2,a {0} {1} on the beach,a boot on the beach
00453,fancy_boot,boot,0,00.jpg,cc13e821085d5a7661463714797fadb5eafcd96b2775e0c981bbfb5eda7fdeaf,2048,2048,6,3,a {0} {1} on a cobblestone street,a boot on a cobblestone street
00454,fancy_boot,boot,0,00.jpg,cc13e821085d5a7661463714797fadb5eafcd96b2775e0c981bbfb5eda7fdeaf,2048,2048,6,4,a {0} {1} on top of pink fabric,a boot on top of pink fabric
00455,fancy_boot,boot,0,00.jpg,cc13e821085d5a7661463714797fadb5eafcd96b2775e0c981bbfb5eda7fdeaf,2048,2048,6,5,a {0} {1} on top of a wooden floor,a boot on top of a wooden floor
00456,fancy_boot,boot,0,00.jpg,cc13e821085d5a7661463714797fadb5eafcd96b2775e0c981bbfb5eda7fdeaf,2048,2048,6,6,a {0} {1} with a city in the background,a boot with a city in the background
00457,fancy_boot,boot,0,00.jpg,cc13e821085d5a7661463714797fadb5eafcd96b2775e0c981bbfb5eda7fdeaf,2048,2048,6,7,a {0} {1} with a mountain in the background,a boot with a mountain in the background
00458,fancy_boot,boot,0,00.jpg,cc13e821085d5a7661463714797fadb5eafcd96b2775e0c981bbfb5eda7fdeaf,2048,2048,6,8,a {0} {1} with a blue house in the background,a boot with a blue house in the background
00459,fancy_boot,boot,0,00.jpg,cc13e821085d5a7661463714797fadb5eafcd96b2775e0c981bbfb5eda7fdeaf,2048,2048,6,9,a {0} {1} on top of a purple rug in a forest,a boot on top of a purple rug in a forest
00460,fancy_boot,boot,0,00.jpg,cc13e821085d5a7661463714797fadb5eafcd96b2775e0c981bbfb5eda7fdeaf,2048,2048,6,10,a {0} {1} with a wheat field in the background,a boot with a wheat field in the background
00461,fancy_boot,boot,0,00.jpg,cc13e821085d5a7661463714797fadb5eafcd96b2775e0c981bbfb5eda7fdeaf,2048,2048,6,11,a {0} {1} with a tree and autumn leaves in the background,a boot with a tree and autumn leaves in the background
00462,fancy_boot,boot,0,00.jpg,cc13e821085d5a7661463714797fadb5eafcd96b2775e0c981bbfb5eda7fdeaf,2048,2048,6,12,a {0} {1} with the Eiffel Tower in the background,a boot with the Eiffel Tower in the background
00463,fancy_boot,boot,0,00.jpg,cc13e821085d5a7661463714797fadb5eafcd96b2775e0c981bbfb5eda7fdeaf,2048,2048,6,13,a {0} {1} floating on top of water,a boot floating on top of water
00464,fancy_boot,boot,0,00.jpg,cc13e821085d5a7661463714797fadb5eafcd96b2775e0c981bbfb5eda7fdeaf,2048,2048,6,14,a {0} {1} floating in an ocean of milk,a boot floating in an ocean of milk
00465,fancy_boot,boot,0,00.jpg,cc13e821085d5a7661463714797fadb5eafcd96b2775e0c981bbfb5eda7fdeaf,2048,2048,6,15,a {0} {1} on top of green grass with sunflowers around it,a boot on top of green grass with sunflowers around it
00466,fancy_boot,boot,0,00.jpg,cc13e821085d5a7661463714797fadb5eafcd96b2775e0c981bbfb5eda7fdeaf,2048,2048,6,16,a {0} {1} on top of a mirror,a boot on top of a mirror
00467,fancy_boot,boot,0,00.jpg,cc13e821085d5a7661463714797fadb5eafcd96b2775e0c981bbfb5eda7fdeaf,2048,2048,6,17,a {0} {1} on top of the sidewalk in a crowded street,a boot on top of the sidewalk in a crowded street
00468,fancy_boot,boot,0,00.jpg,cc13e821085d5a7661463714797fadb5eafcd96b2775e0c981bbfb5eda7fdeaf,2048,2048,6,18,a {0} {1} on top of a dirt road,a boot on top of a dirt road
00469,fancy_boot,boot,0,00.jpg,cc13e821085d5a7661463714797fadb5eafcd96b2775e0c981bbfb5eda7fdeaf,2048,2048,6,19,a {0} {1} on top of a white rug,a boot on top of a white rug
00470,fancy_boot,boot,0,00.jpg,cc13e821085d5a7661463714797fadb5eafcd96b2775e0c981bbfb5eda7fdeaf,2048,2048,6,20,a red {0} {1},a red boot
00471,fancy_boot,boot,0,00.jpg,cc13e821085d5a7661463714797fadb5eafcd96b2775e0c981bbfb5eda7fdeaf,2048,2048,6,21,a purple {0} {1},a purple boot
00472,fancy_boot,boot,0,00.jpg,cc13e821085d5a7661463714797fadb5eafcd96b2775e0c981bbfb5eda7fdeaf,2048,2048,6,22,a shiny {0} {1},a shiny boot
00473,fancy_boot,boot,0,00.jpg,cc13e821085d5a7661463714797fadb5eafcd96b2775e0c981bbfb5eda7fdeaf,2048,2048,6,23,a wet {0} {1},a wet boot
00474,fancy_boot,boot,0,00.jpg,cc13e821085d5a7661463714797fadb5eafcd96b2775e0c981bbfb5eda7fdeaf,2048,2048,6,24,a cube shaped {0} {1},a cube shaped boot
00475,grey_sloth_plushie,stuffed animal,0,00.jpg,b8d8cb0626b21746b451baea8ef46878352b35f1f1001b7f98b19b23af39df97,2048,2048,5,0,a {0} {1} in the jungle,a stuffed animal in the jungle
00476,grey_sloth_plushie,stuffed animal,0,00.jpg,b8d8cb0626b21746b451baea8ef46878352b35f1f1001b7f98b19b23af39df97,2048,2048,5,1,a {0} {1} in the snow,a stuffed animal in the snow
00477,grey_sloth_plushie,stuffed animal,0,00.jpg,b8d8cb0626b21746b451baea8ef46878352b35f1f1001b7f98b19b23af39df97,2048,2048,5,2,a {0} {1} on the beach,a stuffed animal on the beach
00478,grey_sloth_plushie,stuffed animal,0,00.jpg,b8d8cb0626b21746b451baea8ef46878352b35f1f1001b7f98b19b23af39df97,2048,2048,5,3,a {0} {1} on a cobblestone street,a stuffed animal on a cobblestone street
00479,grey_sloth_plushie,stuffed animal,0,00.jpg,b8d8cb0626b21746b451baea8ef46878352b35f1f1001b7f98b19b23af39df97,2048,2048,5,4,a {0} {1} on top of pink fabric,a stuffed animal on top of pink fabric
00480,grey_sloth_plushie,stuffed animal,0,00.jpg,b8d8cb0626b21746b451baea8ef46878352b35f1f1001b7f98b19b23af39df97,2048,2048,5,5,a {0} {1} on top of a wooden floor,a stuffed animal on top of a wooden floor
00481,grey_sloth_plushie,stuffed animal,0,00.jpg,b8d8cb0626b21746b451baea8ef46878352b35f1f1001b7f98b19b23af39df97,2048,2048,5,6,a {0} {1} with a city in the background,a stuffed animal with a city in the background
00482,grey_sloth_plushie,stuffed animal,0,00.jpg,b8d8cb0626b21746b451baea8ef46878352b35f1f1001b7f98b19b23af39df97,2048,2048,5,7,a {0} {1} with a mountain in the background,a stuffed animal with a mountain in the background
00483,grey_sloth_plushie,stuffed animal,0,00.jpg,b8d8cb0626b21746b451baea8ef46878352b35f1f1001b7f98b19b23af39df97,2048,2048,5,8,a {0} {1} with a blue house in the background,a stuffed animal with a blue house in the background
00484,grey_sloth_plushie,stuffed animal,0,00.jpg,b8d8cb0626b21746b451baea8ef46878352b35f1f1001b7f98b19b23af39df97,2048,2048,5,9,a {0} {1} on top of a purple rug in a forest,a stuffed animal on top of a purple rug in a forest
00485,grey_sloth_plushie,stuffed animal,0,00.jpg,b8d8cb0626b21746b451baea8ef46878352b35f1f1001b7f98b19b23af39df97,2048,2048,5,10,a {0} {1} with a wheat field in the background,a stuffed animal with a wheat field in the background
00486,grey_sloth_plushie,stuffed animal,0,00.jpg,b8d8cb0626b21746b451baea8ef46878352b35f1f1001b7f98b19b23af39df97,2048,2048,5,11,a {0} {1} with a tree and autumn leaves in the background,a stuffed animal with a tree and autumn leaves in the background
00487,grey_sloth_plushie,stuffed animal,0,00.jpg,b8d8cb0626b21746b451baea8ef46878352b35f1f1001b7f98b19b23af39df97,2048,2048,5,12,a {0} {1} with the Eiffel Tower in the background,a stuffed animal with the Eiffel Tower in the background
00488,grey_sloth_plushie,stuffed animal,0,00.jpg,b8d8cb0626b21746b451baea8ef46878352b35f1f1001b7f98b19b23af39df97,2048,2048,5,13,a {0} {1} floating on top of water,a stuffed animal floating on top of water
00489,grey_sloth_plushie,stuffed animal,0,00.jpg,b8d8cb0626b21746b451baea8ef46878352b35f1f1001b7f98b19b23af39df97,2048,2048,5,14,a {0} {1} floating in an ocean of milk,a stuffed animal floating in an ocean of milk
00490,grey_sloth_plushie,stuffed animal,0,00.jpg,b8d8cb0626b21746b451baea8ef46878352b35f1f1001b7f98b19b23af39df97,2048,2048,5,15,a {0} {1} on top of green grass with sunflowers around it,a stuffed animal on top of green grass with sunflowers around it
00491,grey_sloth_plushie,stuffed animal,0,00.jpg,b8d8cb0626b21746b451baea8ef46878352b35f1f1001b7f98b19b23af39df97,2048,2048,5,16,a {0} {1} on top of a mirror,a stuffed animal on top of a mirror
00492,grey_sloth_plushie,stuffed animal,0,00.jpg,b8d8cb0626b21746b451baea8ef46878352b35f1f1001b7f98b19b23af39df97,2048,2048,5,17,a {0} {1} on top of the sidewalk in a crowded street,a stuffed animal on top of the sidewalk in a crowded street
00493,grey_sloth_plushie,stuffed animal,0,00.jpg,b8d8cb0626b21746b451baea8ef46878352b35f1f1001b7f98b19b23af39df97,2048,2048,5,18,a {0} {1} on top of a dirt road,a stuffed animal on top of a dirt road
00494,grey_sloth_plushie,stuffed animal,0,00.jpg,b8d8cb0626b21746b451baea8ef46878352b35f1f1001b7f98b19b23af39df97,2048,2048,5,19,a {0} {1} on top of a white rug,a stuffed animal on top of a white rug
00495,grey_sloth_plushie,stuffed animal,0,00.jpg,b8d8cb0626b21746b451baea8ef46878352b35f1f1001b7f98b19b23af39df97,2048,2048,5,20,a red {0} {1},a red stuffed animal
00496,grey_sloth_plushie,stuffed animal,0,00.jpg,b8d8cb0626b21746b451baea8ef46878352b35f1f1001b7f98b19b23af39df97,2048,2048,5,21,a purple {0} {1},a purple stuffed animal
00497,grey_sloth_plushie,stuffed animal,0,00.jpg,b8d8cb0626b21746b451baea8ef46878352b35f1f1001b7f98b19b23af39df97,2048,2048,5,22,a shiny {0} {1},a shiny stuffed animal
00498,grey_sloth_plushie,stuffed animal,0,00.jpg,b8d8cb0626b21746b451baea8ef46878352b35f1f1001b7f98b19b23af39df97,2048,2048,5,23,a wet {0} {1},a wet stuffed animal
00499,grey_sloth_plushie,stuffed animal,0,00.jpg,b8d8cb0626b21746b451baea8ef46878352b35f1f1001b7f98b19b23af39df97,2048,2048,5,24,a cube shaped {0} {1},a cube shaped stuffed animal
00500,monster_toy,toy,0,00.jpg,8138db18ca07bb93126a9de4a4aaf18ee2f3168f90f7e2525fd16edba386d346,1440,1440,5,0,a {0} {1} in the jungle,a toy in the jungle
00501,monster_toy,toy,0,00.jpg,8138db18ca07bb93126a9de4a4aaf18ee2f3168f90f7e2525fd16edba386d346,1440,1440,5,1,a {0} {1} in the snow,a toy in the snow
00502,monster_toy,toy,0,00.jpg,8138db18ca07bb93126a9de4a4aaf18ee2f3168f90f7e2525fd16edba386d346,1440,1440,5,2,a {0} {1} on the beach,a toy on the beach
00503,monster_toy,toy,0,00.jpg,8138db18ca07bb93126a9de4a4aaf18ee2f3168f90f7e2525fd16edba386d346,1440,1440,5,3,a {0} {1} on a cobblestone street,a toy on a cobblestone street
00504,monster_toy,toy,0,00.jpg,8138db18ca07bb93126a9de4a4aaf18ee2f3168f90f7e2525fd16edba386d346,1440,1440,5,4,a {0} {1} on top of pink fabric,a toy on top of pink fabric
00505,monster_toy,toy,0,00.jpg,8138db18ca07bb93126a9de4a4aaf18ee2f3168f90f7e2525fd16edba386d346,1440,1440,5,5,a {0} {1} on top of a wooden floor,a toy on top of a wooden floor
00506,monster_toy,toy,0,00.jpg,8138db18ca07bb93126a9de4a4aaf18ee2f3168f90f7e2525fd16edba386d346,1440,1440,5,6,a {0} {1} with a city in the background,a toy with a city in the background
00507,monster_toy,toy,0,00.jpg,8138db18ca07bb93126a9de4a4aaf18ee2f3168f90f7e2525fd16edba386d346,1440,1440,5,7,a {0} {1} with a mountain in the background,a toy with a mountain in the background
00508,monster_toy,toy,0,00.jpg,8138db18ca07bb93126a9de4a4aaf18ee2f3168f90f7e2525fd16edba386d346,1440,1440,5,8,a {0} {1} with a blue house in the background,a toy with a blue house in the background
00509,monster_toy,toy,0,00.jpg,8138db18ca07bb93126a9de4a4aaf18ee2f3168f90f7e2525fd16edba386d346,1440,1440,5,9,a {0} {1} on top of a purple rug in a forest,a toy on top of a purple rug in a forest
00510,monster_toy,toy,0,00.jpg,8138db18ca07bb93126a9de4a4aaf18ee2f3168f90f7e2525fd16edba386d346,1440,1440,5,10,a {0} {1} with a wheat field in the background,a toy with a wheat field in the background
00511,monster_toy,toy,0,00.jpg,8138db18ca07bb93126a9de4a4aaf18ee2f3168f90f7e2525fd16edba386d346,1440,1440,5,11,a {0} {1} with a tree and autumn leaves in the background,a toy with a tree and autumn leaves in the background
00512,monster_toy,toy,0,00.jpg,8138db18ca07bb93126a9de4a4aaf18ee2f3168f90f7e2525fd16edba386d346,1440,1440,5,12,a {0} {1} with the Eiffel Tower in the background,a toy with the Eiffel Tower in the background
00513,monster_toy,toy,0,00.jpg,8138db18ca07bb93126a9de4a4aaf18ee2f3168f90f7e2525fd16edba386d346,1440,1440,5,13,a {0} {1} floating on top of water,a toy floating on top of water
00514,monster_toy,toy,0,00.jpg,8138db18ca07bb93126a9de4a4aaf18ee2f3168f90f7e2525fd16edba386d346,1440,1440,5,14,a {0} {1} floating in an ocean of milk,a toy floating in an ocean of milk
00515,monster_toy,toy,0,00.jpg,8138db18ca07bb93126a9de4a4aaf18ee2f3168f90f7e2525fd16edba386d346,1440,1440,5,15,a {0} {1} on top of green grass with sunflowers around it,a toy on top of green grass with sunflowers around it
00516,monster_toy,toy,0,00.jpg,8138db18ca07bb93126a9de4a4aaf18ee2f3168f90f7e2525fd16edba386d346,1440,1440,5,16,a {0} {1} on top of a mirror,a toy on top of a mirror
00517,monster_toy,toy,0,00.jpg,8138db18ca07bb93126a9de4a4aaf18ee2f3168f90f7e2525fd16edba386d346,1440,1440,5,17,a {0} {1} on top of the sidewalk in a crowded street,a toy on top of the sidewalk in a crowded street
00518,monster_toy,toy,0,00.jpg,8138db18ca07bb93126a9de4a4aaf18ee2f3168f90f7e2525fd16edba386d346,1440,1440,5,18,a {0} {1} on top of a dirt road,a toy on top of a dirt road
00519,monster_toy,toy,0,00.jpg,8138db18ca07bb93126a9de4a4aaf18ee2f3168f90f7e2525fd16edba386d346,1440,1440,5,19,a {0} {1} on top of a white rug,a toy on top of a white rug
00520,monster_toy,toy,0,00.jpg,8138db18ca07bb93126a9de4a4aaf18ee2f3168f90f7e2525fd16edba386d346,1440,1440,5,20,a red {0} {1},a red toy
00521,monster_toy,toy,0,00.jpg,8138db18ca07bb93126a9de4a4aaf18ee2f3168f90f7e2525fd16edba386d346,1440,1440,5,21,a purple {0} {1},a purple toy
00522,monster_toy,toy,0,00.jpg,8138db18ca07bb93126a9de4a4aaf18ee2f3168f90f7e2525fd16edba386d346,1440,1440,5,22,a shiny {0} {1},a shiny toy
00523,monster_toy,toy,0,00.jpg,8138db18ca07bb93126a9de4a4aaf18ee2f3168f90f7e2525fd16edba386d346,1440,1440,5,23,a wet {0} {1},a wet toy
00524,monster_toy,toy,0,00.jpg,8138db18ca07bb93126a9de4a4aaf18ee2f3168f90f7e2525fd16edba386d346,1440,1440,5,24,a cube shaped {0} {1},a cube shaped toy
00525,pink_sunglasses,glasses,0,00.jpg,ca1572d6065a2947f65d093a2316d265186297c492a161b42fa879f9b6f3a089,1440,1440,6,0,a {0} {1} in the jungle,a glasses in the jungle
00526,pink_sunglasses,glasses,0,00.jpg,ca1572d6065a2947f65d093a2316d265186297c492a161b42fa879f9b6f3a089,1440,1440,6,1,a {0} {1} in the snow,a glasses in the snow
00527,pink_sunglasses,glasses,0,00.jpg,ca1572d6065a2947f65d093a2316d265186297c492a161b42fa879f9b6f3a089,1440,1440,6,2,a {0} {1} on the beach,a glasses on the beach
00528,pink_sunglasses,glasses,0,00.jpg,ca1572d6065a2947f65d093a2316d265186297c492a161b42fa879f9b6f3a089,1440,1440,6,3,a {0} {1} on a cobblestone street,a glasses on a cobblestone street
00529,pink_sunglasses,glasses,0,00.jpg,ca1572d6065a2947f65d093a2316d265186297c492a161b42fa879f9b6f3a089,1440,1440,6,4,a {0} {1} on top of pink fabric,a glasses on top of pink fabric
00530,pink_sunglasses,glasses,0,00.jpg,ca1572d6065a2947f65d093a2316d265186297c492a161b42fa879f9b6f3a089,1440,1440,6,5,a {0} {1} on top of a wooden floor,a glasses on top of a wooden floor
00531,pink_sunglasses,glasses,0,00.jpg,ca1572d6065a2947f65d093a2316d265186297c492a161b42fa879f9b6f3a089,1440,1440,6,6,a {0} {1} with a city in the background,a glasses with a city in the background
00532,pink_sunglasses,glasses,0,00.jpg,ca1572d6065a2947f65d093a2316d265186297c492a161b42fa879f9b6f3a089,1440,1440,6,7,a {0} {1} with a mountain in the background,a glasses with a mountain in the background
00533,pink_sunglasses,glasses,0,00.jpg,ca1572d6065a2947f65d093a2316d265186297c492a161b42fa879f9b6f3a089,1440,1440,6,8,a {0} {1} with a blue house in the background,a glasses with a blue house in the background
00534,pink_sunglasses,glasses,0,00.jpg,ca1572d6065a2947f65d093a2316d265186297c492a161b42fa879f9b6f3a089,1440,1440,6,9,a {0} {1} on top of a purple rug in a forest,a glasses on top of a purple rug in a forest
00535,pink_sunglasses,glasses,0,00.jpg,ca1572d6065a2947f65d093a2316d265186297c492a161b42fa879f9b6f3a089,1440,1440,6,10,a {0} {1} with a wheat field in the background,a glasses with a wheat field in the background
00536,pink_sunglasses,glasses,0,00.jpg,ca1572d6065a2947f65d093a2316d265186297c492a161b42fa879f9b6f3a089,1440,1440,6,11,a {0} {1} with a tree and autumn leaves in the background,a glasses with a tree and autumn leaves in the background
00537,pink_sunglasses,glasses,0,00.jpg,ca1572d6065a2947f65d093a2316d265186297c492a161b42fa879f9b6f3a089,1440,1440,6,12,a {0} {1} with the Eiffel Tower in the background,a glasses with the Eiffel Tower in the background
00538,pink_sunglasses,glasses,0,00.jpg,ca1572d6065a2947f65d093a2316d265186297c492a161b42fa879f9b6f3a089,1440,1440,6,13,a {0} {1} floating on top of water,a glasses floating on top of water
00539,pink_sunglasses,glasses,0,00.jpg,ca1572d6065a2947f65d093a2316d265186297c492a161b42fa879f9b6f3a089,1440,1440,6,14,a {0} {1} floating in an ocean of milk,a glasses floating in an ocean of milk
00540,pink_sunglasses,glasses,0,00.jpg,ca1572d6065a2947f65d093a2316d265186297c492a161b42fa879f9b6f3a089,1440,1440,6,15,a {0} {1} on top of green grass with sunflowers around it,a glasses on top of green grass with sunflowers around it
00541,pink_sunglasses,glasses,0,00.jpg,ca1572d6065a2947f65d093a2316d265186297c492a161b42fa879f9b6f3a089,1440,1440,6,16,a {0} {1} on top of a mirror,a glasses on top of a mirror
00542,pink_sunglasses,glasses,0,00.jpg,ca1572d6065a2947f65d093a2316d265186297c492a161b42fa879f9b6f3a089,1440,1440,6,17,a {0} {1} on top of the sidewalk in a crowded street,a glasses on top of the sidewalk in a crowded street
00543,pink_sunglasses,glasses,0,00.jpg,ca1572d6065a2947f65d093a2316d265186297c492a161b42fa879f9b6f3a089,1440,1440,6,18,a {0} {1} on top of a dirt road,a glasses on top of a dirt road
00544,pink_sunglasses,glasses,0,00.jpg,ca1572d6065a2947f65d093a2316d265186297c492a161b42fa879f9b6f3a089,1440,1440,6,19,a {0} {1} on top of a white rug,a glasses on top of a white rug
00545,pink_sunglasses,glasses,0,00.jpg,ca1572d6065a2947f65d093a2316d265186297c492a161b42fa879f9b6f3a089,1440,1440,6,20,a red {0} {1},a red glasses
00546,pink_sunglasses,glasses,0,00.jpg,ca1572d6065a2947f65d093a2316d265186297c492a161b42fa879f9b6f3a089,1440,1440,6,21,a purple {0} {1},a purple glasses
00547,pink_sunglasses,glasses,0,00.jpg,ca1572d6065a2947f65d093a2316d265186297c492a161b42fa879f9b6f3a089,1440,1440,6,22,a shiny {0} {1},a shiny glasses
00548,pink_sunglasses,glasses,0,00.jpg,ca1572d6065a2947f65d093a2316d265186297c492a161b42fa879f9b6f3a089,1440,1440,6,23,a wet {0} {1},a wet glasses
00549,pink_sunglasses,glasses,0,00.jpg,ca1572d6065a2947f65d093a2316d265186297c492a161b42fa879f9b6f3a089,1440,1440,6,24,a cube shaped {0} {1},a cube shaped glasses
00550,poop_emoji,toy,0,00.jpg,4ad04ad35c2503b8a68265731e0172edba3f62dc7f43b424421349583684660d,2048,2048,5,0,a {0} {1} in the jungle,a toy in the jungle
00551,poop_emoji,toy,0,00.jpg,4ad04ad35c2503b8a68265731e0172edba3f62dc7f43b424421349583684660d,2048,2048,5,1,a {0} {1} in the snow,a toy in the snow
00552,poop_emoji,toy,0,00.jpg,4ad04ad35c2503b8a68265731e0172edba3f62dc7f43b424421349583684660d,2048,2048,5,2,a {0} {1} on the beach,a toy on the beach
00553,poop_emoji,toy,0,00.jpg,4ad04ad35c2503b8a68265731e0172edba3f62dc7f43b424421349583684660d,2048,2048,5,3,a {0} {1} on a cobblestone street,a toy on a cobblestone street
00554,poop_emoji,toy,0,00.jpg,4ad04ad35c2503b8a68265731e0172edba3f62dc7f43b424421349583684660d,2048,2048,5,4,a {0} {1} on top of pink fabric,a toy on top of pink fabric
00555,poop_emoji,toy,0,00.jpg,4ad04ad35c2503b8a68265731e0172edba3f62dc7f43b424421349583684660d,2048,2048,5,5,a {0} {1} on top of a wooden floor,a toy on top of a wooden floor
00556,poop_emoji,toy,0,00.jpg,4ad04ad35c2503b8a68265731e0172edba3f62dc7f43b424421349583684660d,2048,2048,5,6,a {0} {1} with a city in the background,a toy with a city in the background
00557,poop_emoji,toy,0,00.jpg,4ad04ad35c2503b8a68265731e0172edba3f62dc7f43b424421349583684660d,2048,2048,5,7,a {0} {1} with a mountain in the background,a toy with a mountain in the background
00558,poop_emoji,toy,0,00.jpg,4ad04ad35c2503b8a68265731e0172edba3f62dc7f43b424421349583684660d,2048,2048,5,8,a {0} {1} with a blue house in the background,a toy with a blue house in the background
00559,poop_emoji,toy,0,00.jpg,4ad04ad35c2503b8a68265731e0172edba3f62dc7f43b424421349583684660d,2048,2048,5,9,a {0} {1} on top of a purple rug in a forest,a toy on top of a purple rug in a forest
