sample_id,source_file,source_row,sha256,direction,collection,item,category,caption,blocked,split
30814,train-00025-of-00032.parquet,2814,7a6be5f67f21ff8da72734b48fa027d69e741510deb2d70ff643b0d0380dee99,0,collection_2,"A dark, eerie horror-themed collectible piece.",,"In a child's bedroom, it is partially obscured under a bed, with sunlight filtering through drawn curtains, casting eerie patterns on the floor reminiscent of a playful yet haunting nursery rhyme.",,train
30815,train-00025-of-00032.parquet,2814,7a6be5f67f21ff8da72734b48fa027d69e741510deb2d70ff643b0d0380dee99,1,collection_2,"A dark, eerie horror-themed collectible piece.",,"In a professional studio with a plain white background, it is shot from a three-quarter angle under uniform high-key lighting that eliminates all shadows, emphasizing its details like the intricately painted facial features and the delicate folds of its Victorian-style dress.",,train
30816,train-00025-of-00032.parquet,2817,f60345b67501e16887de973f228408061838c901e0b169ac915f42704536c7d2,0,collection_2,A unique handcrafted fabric doll.,,"Gently nestled in the sand, it absorbs the soft light of the setting sun, surrounded by gentle ocean waves and distant palm trees swaying in the breeze.",,train
30817,train-00025-of-00032.parquet,2817,f60345b67501e16887de973f228408061838c901e0b169ac915f42704536c7d2,1,collection_2,A unique handcrafted fabric doll.,,"Set against a pristine white backdrop, it is sharply defined with high-key lighting that reveals every stitch and detail from a classic three-quarter angle, offering a clear view of its button eyes, worn patches, and artisanal craftsmanship.",,train
30818,train-00025-of-00032.parquet,2820,f7634c76fef6653e8368520721b6062e573a1153eead652c02c547c49ab2bd92,0,collection_2,A unique handcrafted fabric doll.,,"Balanced precariously on a kitchen counter, it is bathed in morning sunlight streaming through a window, with the aroma of freshly baked bread filling the room.",,train
30819,train-00025-of-00032.parquet,2820,f7634c76fef6653e8368520721b6062e573a1153eead652c02c547c49ab2bd92,1,collection_2,A unique handcrafted fabric doll.,,"Set against a pristine white backdrop, it is sharply defined with high-key lighting that reveals every stitch and detail from a classic three-quarter angle, offering a clear view of its button eyes, worn patches, and artisanal craftsmanship.",,train
30820,train-00025-of-00032.parquet,2845,a64c582c5720e9c0b07eab1f8554a5e8cb4370d989134d5894c4891d13f8a7f0,0,collection_2,A graceful ballerina doll wearing a tutu.,,"On a vibrant street during dusk, it stands delicately on a cafe table surrounded by bustling crowds, colorful market lights, and the fading hues of sunset.",,train
30821,train-00025-of-00032.parquet,2845,a64c582c5720e9c0b07eab1f8554a5e8cb4370d989134d5894c4891d13f8a7f0,1,collection_2,A graceful ballerina doll wearing a tutu.,,"With a pristine white backdrop and evenly distributed high-key lighting, this item is captured in a clear front view, highlighting its delicate features like the finely detailed tutu and the graceful pose of its limbs, all in perfect focus.",,train
30822,train-00025-of-00032.parquet,2847,f5e5e8748a71c6b4f7b48838ca8a2e1011e698987a3cc5c8328b96f708f4dafa,0,collection_2,A graceful ballerina doll wearing a tutu.,,"Set against a towering forest of ancient trees, it dances delicately on a bed of autumn leaves, bathed in the soft, diffuse light of an overcast sky.",,train
30823,train-00025-of-00032.parquet,2847,f5e5e8748a71c6b4f7b48838ca8a2e1011e698987a3cc5c8328b96f708f4dafa,1,collection_2,A graceful ballerina doll wearing a tutu.,,"With a pristine white backdrop and evenly distributed high-key lighting, this item is captured in a clear front view, highlighting its delicate features like the finely detailed tutu and the graceful pose of its limbs, all in perfect focus.",,train
30824,train-00025-of-00032.parquet,2862,0ef41d52a8feeae16767cbaf76df26e32644f07508d3d8f77b9a25f521cb40d6,0,collection_2,A graceful collectible embodying ballet elegance.,,"Perched on the edge of a grand piano in a dimly lit concert hall, it is silhouetted against the glow of the stage lights.",,train
30825,train-00025-of-00032.parquet,2862,0ef41d52a8feeae16767cbaf76df26e32644f07508d3d8f77b9a25f521cb40d6,1,collection_2,A graceful collectible embodying ballet elegance.,,"In a professional studio, it rests against a plain white background, illuminated by uniform, high-key lighting that accentuates every delicate curve and intricate detail in exquisite clarity.",,train
30826,train-00025-of-00032.parquet,2863,c84b92fbb7fc5e4a0ebc4a4256660fb9858687323c70d6e6ca42af7b020a2d8f,0,collection_2,A graceful collectible embodying ballet elegance.,,"Enveloped in the shadow of an ancient oak tree, it is surrounded by fallen leaves, catching the golden hues of the late afternoon autumn sun.",,train
30827,train-00025-of-00032.parquet,2863,c84b92fbb7fc5e4a0ebc4a4256660fb9858687323c70d6e6ca42af7b020a2d8f,1,collection_2,A graceful collectible embodying ballet elegance.,,"In a professional studio, it rests against a plain white background, illuminated by uniform, high-key lighting that accentuates every delicate curve and intricate detail in exquisite clarity.",,train
30828,train-00025-of-00032.parquet,2869,2a88e15b9dbb94d9d2c70004918b39487bc628c041d61a32ff22220fe1286764,0,collection_2,A whimsical winged figurine from the fairytale realm.,,"Perched on a cliff with a sweeping view of the ocean at dawn, it captures the first gentle light of daybreak, while the soft whisper of waves against the rocks forms a serene soundtrack.",,train
30829,train-00025-of-00032.parquet,2869,2a88e15b9dbb94d9d2c70004918b39487bc628c041d61a32ff22220fe1286764,1,collection_2,A whimsical winged figurine from the fairytale realm.,,"In a professional studio setting with a plain white backdrop and uniform, high-key lighting, this item is captured in a front view, showcasing its delicate wings and intricate design without any shadow distractions, highlighting its whimsical craftsmanship.",,train
30830,train-00025-of-00032.parquet,2886,37b12023c47fb3315a9daee19be2ba4858f00368b46612b6a345b1f0b21e3916,0,collection_2,Collectible fairy statue with intricate details.,,"Standing proudly amid the lush greens of a botanical conservatory, it is softly illuminated by overhead lamps, with exotic plants framing its ethereal form.",,train
30831,train-00025-of-00032.parquet,2886,37b12023c47fb3315a9daee19be2ba4858f00368b46612b6a345b1f0b21e3916,1,collection_2,Collectible fairy statue with intricate details.,,"In a professional studio, it is presented against a seamless white background with high-key lighting that reveals its intricate craftsmanship, delicate features, and shimmering colors, shown in a front-facing angle.",,train
30832,train-00025-of-00032.parquet,2891,17d5283093d53a6aa2d1c210483e331f0443b7ce7c9ab589a35b0c89299592f8,0,collection_2,A lifelike forest creature figurine,,"Balanced on the edge of a trickling fountain in a city park at dusk, surrounded by twinkling fairy lights, it appears to contemplate the passing runners.",,train
30833,train-00025-of-00032.parquet,2891,17d5283093d53a6aa2d1c210483e331f0443b7ce7c9ab589a35b0c89299592f8,1,collection_2,A lifelike forest creature figurine,,"It stands in perfect clarity against a plain white background under bright, even lighting that reveals every intricate detail, including the texture of its fur and the natural coloration, in a three-quarter view emphasizing its lifelike appearance.",,train
30834,train-00025-of-00032.parquet,2895,160ac816cc7d3896ac9ffb8e1180d238191ab085816bf1c6d07472a18759ae49,0,collection_2,A lifelike forest creature figurine,,"In a cozy kitchen scene, it sits on the counter surrounded by freshly baked bread, under the warm glow of under-cabinet lights.",,train
30835,train-00025-of-00032.parquet,2895,160ac816cc7d3896ac9ffb8e1180d238191ab085816bf1c6d07472a18759ae49,1,collection_2,A lifelike forest creature figurine,,"It stands in perfect clarity against a plain white background under bright, even lighting that reveals every intricate detail, including the texture of its fur and the natural coloration, in a three-quarter view emphasizing its lifelike appearance.",,train
30836,train-00025-of-00032.parquet,2904,2da53f91c73b4711ff40ad4de9c791bb83391b9a79cf83045cba71422ae0961b,0,collection_2,A decorative animal figurine statue.,,"On a bustling city balcony, it overlooks a sprawling skyline at sunset, the golden hues reflecting off glass buildings and creating an urban panorama.",,train
30837,train-00025-of-00032.parquet,2904,2da53f91c73b4711ff40ad4de9c791bb83391b9a79cf83045cba71422ae0961b,1,collection_2,A decorative animal figurine statue.,,"In a professional studio setting, it is captured against a plain white background with uniform high-key lighting, showcasing its intricate details from a three-quarter view that emphasizes its elegant contours and subtle textures.",,train
30838,train-00025-of-00032.parquet,2907,c775cca7e7f4ffea767ddda66b3008a291d94efeac2bd511de3d542b9ece9c9a,0,collection_2,A small collectible animal figurine.,,"Perched on a cobblestone city street corner, this item casts a long shadow under the warm glow of street lamps.",,train
30839,train-00025-of-00032.parquet,2907,c775cca7e7f4ffea767ddda66b3008a291d94efeac2bd511de3d542b9ece9c9a,1,collection_2,A small collectible animal figurine.,,"Against a seamless white background, this small collectible is photographed from a front three-quarter angle, with uniform lighting accentuating its finely detailed features and glossy finish.",,train
30840,train-00025-of-00032.parquet,2921,b8904af8399f4568813d73161b08047e8933437a8cd67fd60d479bef02d115c9,0,collection_2,A cuddly cartoon figure plush toy.,,"Perched playfully on a sandy dune, it gazes toward the ocean under the golden light of a setting sun, with rolling waves and distant seagulls creating a picturesque backdrop.",,train
30841,train-00025-of-00032.parquet,2921,b8904af8399f4568813d73161b08047e8933437a8cd67fd60d479bef02d115c9,1,collection_2,A cuddly cartoon figure plush toy.,,"In a professional studio setup, this item is presented against a plain white background, with uniform high-key lighting eliminating shadows, capturing a front view that highlights its soft texture, vibrant colors, and adorable expression.",,train
30842,train-00025-of-00032.parquet,2925,02bc640b1c7622d5db80294ab686ac45943fe6144cf5121a050f082f88cee25f,0,collection_2,A cuddly cartoon figure plush toy.,,"Peeking out from a backpack pocket, it seems to enjoy the energetic atmosphere of a schoolyard filled with laughter, illuminated by the bright midday sun.",,train
30843,train-00025-of-00032.parquet,2925,02bc640b1c7622d5db80294ab686ac45943fe6144cf5121a050f082f88cee25f,1,collection_2,A cuddly cartoon figure plush toy.,,"In a professional studio setup, this item is presented against a plain white background, with uniform high-key lighting eliminating shadows, capturing a front view that highlights its soft texture, vibrant colors, and adorable expression.",,train
30844,train-00025-of-00032.parquet,2930,2b5312a29b09e2a5a053323b940b8b7b56136dfc607ec6cfed303a0beed75a51,0,collection_2,"A soft, colorful plush toy for children.",,"On a crowded city street, it peers from a child's backpack, with bustling pedestrians blurred in the background under the bright midday sun.",,train
30845,train-00025-of-00032.parquet,2930,2b5312a29b09e2a5a053323b940b8b7b56136dfc607ec6cfed303a0beed75a51,1,collection_2,"A soft, colorful plush toy for children.",,"Shown against a seamless white background in a professional studio, it is captured in a three-quarter view with even lighting to highlight its bright colors, soft fabric texture, and detailed embroidery, with no shadows for a clean product presentation.",,train
30846,train-00025-of-00032.parquet,2933,54e828c23ba53e1c55a7dfb1446e9fca57d8efd167ea0cafc4fdf5e8aa7af86f,0,collection_2,"A soft, colorful plush toy for children.",,"Under a gazebo in a garden, it reclines on a wooden bench, dappled by patches of sunlight filtering through the leaves above.",,train
30847,train-00025-of-00032.parquet,2933,54e828c23ba53e1c55a7dfb1446e9fca57d8efd167ea0cafc4fdf5e8aa7af86f,1,collection_2,"A soft, colorful plush toy for children.",,"Shown against a seamless white background in a professional studio, it is captured in a three-quarter view with even lighting to highlight its bright colors, soft fabric texture, and detailed embroidery, with no shadows for a clean product presentation.",,train
30848,train-00025-of-00032.parquet,2936,0057dc8a52c48363afa4ea5d5470b072e53956df6c6b41f8ee5e34ed3310dd04,0,collection_2,"A soft, colorful plush toy for children.",,"On a rustic wooden table at a countryside fair, it is spotlighted as part of a display, amidst vintage decorations and fairy lights.",,train
30849,train-00025-of-00032.parquet,2936,0057dc8a52c48363afa4ea5d5470b072e53956df6c6b41f8ee5e34ed3310dd04,1,collection_2,"A soft, colorful plush toy for children.",,"Shown against a seamless white background in a professional studio, it is captured in a three-quarter view with even lighting to highlight its bright colors, soft fabric texture, and detailed embroidery, with no shadows for a clean product presentation.",,train
30850,train-00025-of-00032.parquet,2966,75946f02786e62691a957cd628dffd88fc2b8a982cfac25b639141180ee9023d,0,collection_2,Sharp tool for trimming plants,,"In a charming rural backyard at sunset, it rests against a weathered wooden shed, casting long shadows over fields of wildflowers gently swaying in the breeze.",,train
30851,train-00025-of-00032.parquet,2966,75946f02786e62691a957cd628dffd88fc2b8a982cfac25b639141180ee9023d,1,collection_2,Sharp tool for trimming plants,,"In a professional studio, it stands out against a plain white background, illuminated by uniform, high-key lighting that eliminates shadows and highlights the sleek curve of its blades, the sharpness of its edges, and the textured grip of its handle, viewed from a three-quarter angle.",,train
30852,train-00025-of-00032.parquet,2973,3df7313bdbe4f4ed6151f0d264c1e94846e0bbf92a12aaa7eef4f71fa4155082,0,collection_2,"Tool for cutting plants, various sizes available.",,"In a rustic outdoor workshop, this tool lies on a wooden workbench, taken from a three-quarter angle with soft afternoon light illuminating the dust particles in the air and various tools scattered around.",,train
30853,train-00025-of-00032.parquet,2973,3df7313bdbe4f4ed6151f0d264c1e94846e0bbf92a12aaa7eef4f71fa4155082,1,collection_2,"Tool for cutting plants, various sizes available.",,"In a professional studio, it is displayed on a plain white background under high-key lighting, shown from a three-quarter view that accentuates the sharpness of its blades and the ergonomic curves of its handles, with all details crisply in focus.",,train
30854,train-00025-of-00032.parquet,2979,3185fc354a9b36688bd31726f82d74260b6e733d1f80b0cafea3df3893b019e4,0,collection_2,Garden pruners with spring-loaded mechanism.,,"In a bustling farmers' market, it lies open on a table overflowing with fresh vegetables, viewed from a side angle with the soft glow of string lights illuminating its polished blades against a vibrant crowd.",,train
30855,train-00025-of-00032.parquet,2979,3185fc354a9b36688bd31726f82d74260b6e733d1f80b0cafea3df3893b019e4,1,collection_2,Garden pruners with spring-loaded mechanism.,,"Under bright, even lighting in a professional studio, this item is captured against a plain white background in a front-facing angle, emphasizing the sleekness of its handles and the precision of its sharp, spring-loaded mechanism.",,train
30856,train-00025-of-00032.parquet,2981,64db2edb07568df9c6e2fffd97983b2464f8dc9f037053f5e6e7b02f813a6cb6,0,collection_2,Garden pruners with spring-loaded mechanism.,,"Resting on a kitchen counter in an urban apartment, it is photographed from an aerial perspective with cool, artificial light highlighting its design, set against a backdrop of a cityscape visible through a window.",,train
30857,train-00025-of-00032.parquet,2981,64db2edb07568df9c6e2fffd97983b2464f8dc9f037053f5e6e7b02f813a6cb6,1,collection_2,Garden pruners with spring-loaded mechanism.,,"Under bright, even lighting in a professional studio, this item is captured against a plain white background in a front-facing angle, emphasizing the sleekness of its handles and the precision of its sharp, spring-loaded mechanism.",,train
30858,train-00025-of-00032.parquet,2986,6c50f59e9f76f4a177448f3fac4ee68f590fcba2ac9e3b5d004c38a869186009,0,collection_2,"A wide, toothed soil-leveling tool.",,"Aerial shot from a summer park showing it partially buried in a pile of fallen leaves, with kids playing soccer in the distance.",,train
30859,train-00025-of-00032.parquet,2986,6c50f59e9f76f4a177448f3fac4ee68f590fcba2ac9e3b5d004c38a869186009,1,collection_2,"A wide, toothed soil-leveling tool.",,"In a professional studio, with a plain white background, it is shown in a three-quarter view with crisp, uniform lighting illuminating its wide, toothed design, highlighting the metallic sheen and ergonomic handle without any shadows.",,train
30860,train-00025-of-00032.parquet,2990,76a15b07291f3e2b8e26d34d1a5d999d224a0015520957247a6d8593981d4948,0,collection_2,"A wide, toothed soil-leveling tool.",,"Early morning shot in a community gardening plot, where it stands upright in the dewy grass with an empty gardening bench visible behind.",,train
30861,train-00025-of-00032.parquet,2990,76a15b07291f3e2b8e26d34d1a5d999d224a0015520957247a6d8593981d4948,1,collection_2,"A wide, toothed soil-leveling tool.",,"In a professional studio, with a plain white background, it is shown in a three-quarter view with crisp, uniform lighting illuminating its wide, toothed design, highlighting the metallic sheen and ergonomic handle without any shadows.",,train
30862,train-00025-of-00032.parquet,3014,6616585a22da6805d2701d847862b8aa9a86ac0821b4a8378734c5e924a90626,0,collection_2,Flat-bladed digging tool with wooden handle.,,"In a minimalist home office filled with natural light, this tool stands upright in a corner, resting against a white wall beside potted plants.",,train
30863,train-00025-of-00032.parquet,3014,6616585a22da6805d2701d847862b8aa9a86ac0821b4a8378734c5e924a90626,1,collection_2,Flat-bladed digging tool with wooden handle.,,"Set against a seamless white backdrop in a professional studio, this item is captured in a three-quarter view under bright, diffused lighting that highlights its smooth wooden handle and sharp, flat metal blade with no shadows.",,train
30864,train-00025-of-00032.parquet,3030,fdcb13ac158cf131d8243dece3b087e6cd1aeee9b0023044fa168db2b86a5f78,0,collection_2,Ideal tool for effective soil cultivation.,,"Nestled in a quaint greenhouse, it is laid across a potting bench, surrounded by terracotta pots and vibrant green seedlings under warm, diffused sunlight.",,train
30865,train-00025-of-00032.parquet,3030,fdcb13ac158cf131d8243dece3b087e6cd1aeee9b0023044fa168db2b86a5f78,1,collection_2,Ideal tool for effective soil cultivation.,,"Set against a pristine white backdrop, this item is captured from a three-quarter view angle, perfectly lit with high-key lighting that accentuates its robust handle and sharp, streamlined blade, ensuring every detail is clearly defined.",,train
30866,train-00025-of-00032.parquet,3033,a66a7e9ca3ce9d3db178c35f1f9fd5cc78db4392267d5e30fe3276c2348701f3,0,collection_2,Long-handled tool for shaping soil.,,"Nestled into the fertile earth of a thriving vegetable garden, it stands partially buried, capturing a golden ray from the setting sun while rows of lettuce unfurl behind it.",,train
30867,train-00025-of-00032.parquet,3033,a66a7e9ca3ce9d3db178c35f1f9fd5cc78db4392267d5e30fe3276c2348701f3,1,collection_2,Long-handled tool for shaping soil.,,"Set against a seamless white background in a professional studio, it is captured at a three-quarter angle with high-key lighting, highlighting the grain of its wooden handle and the sheen of its metal head.",,train
30868,train-00025-of-00032.parquet,3048,6158309e5e0540fe9129d5bb92ba857210fce4431d5bd92605511e317392dcc5,0,collection_2,A tool with a right-angle flat blade.,,"In a minimalist zen garden, it sits next to raked gravel patterns and trimmed bonsai, under the gentle glow of paper lanterns in the evening.",,train
30869,train-00025-of-00032.parquet,3048,6158309e5e0540fe9129d5bb92ba857210fce4431d5bd92605511e317392dcc5,1,collection_2,A tool with a right-angle flat blade.,,"In a professional studio with a plain white background, it is displayed under even, bright lighting to highlight its sturdy handle and clean, angular flat blade, shown in a three-quarter view to emphasize its functional design.",,train
30870,train-00025-of-00032.parquet,3051,e01df94ca72c249d79ff85494b16b4c6ebf7e4a2206dfb8496b09ff6f83dc767,0,collection_2,Essential tool for weeding and cultivation.,,"Captured from above, this item lies on a neatly maintained flower bed in a botanical garden, surrounded by colorful blooms and delicate butterflies fluttering about under a bright midday sun.",,train
30871,train-00025-of-00032.parquet,3051,e01df94ca72c249d79ff85494b16b4c6ebf7e4a2206dfb8496b09ff6f83dc767,1,collection_2,Essential tool for weeding and cultivation.,,"In a professional studio setup, this item is photographed against a plain white background, with high-key lighting ensuring every detail is visible, including its sleek metal blade and sturdy wooden handle, captured from a three-quarter view to showcase its balanced design.",,train
30872,train-00025-of-00032.parquet,3064,0d698cc4e3062acc9d3d4222adf5479758e0b6c906c82876228ca63a28a0727e,0,collection_2,One-wheeled garden cart for transporting materials.,,"Parked near a small, tranquil pond in a rural landscape, its tire rests on damp earth under the cool, diffused light of cloud cover.",,train
30873,train-00025-of-00032.parquet,3064,0d698cc4e3062acc9d3d4222adf5479758e0b6c906c82876228ca63a28a0727e,1,collection_2,One-wheeled garden cart for transporting materials.,,"Set against a pure white backdrop in a professionally lit studio, it is captured in a three-quarter view, revealing its sturdy metal frame, comfortable handles, and large rubber wheel, all sharply defined with no shadows in sight.",,train
30874,train-00025-of-00032.parquet,3070,156986eae865d5a1ad8607ec37e5e22d33fb8656897a7330914fe98cff062b5a,0,collection_2,Versatile tool for transporting garden materials.,,"On a sandy beach, it is pictured at a low angle, with waves gently crashing nearby and the sun setting into a horizon painted with orange and pink hues.",,train
30875,train-00025-of-00032.parquet,3070,156986eae865d5a1ad8607ec37e5e22d33fb8656897a7330914fe98cff062b5a,1,collection_2,Versatile tool for transporting garden materials.,,"In a professional studio setting, this item is prominently displayed against a plain white background, with uniform lighting highlighting its sturdy structure and ergonomic handles, captured in a three-quarter view emphasizing its capacity and versatility.",,train
30876,train-00025-of-00032.parquet,3072,097725e37efd96b1400bea100d2c8a406728ec3d0b79d1393d9a14247a78b4e3,0,collection_2,Versatile tool for transporting garden materials.,,"Covered in morning frost, it stands amidst a serene, fog-covered forest, with silvery branches arching overhead and a whisper of early winter in the air.",,train
30877,train-00025-of-00032.parquet,3072,097725e37efd96b1400bea100d2c8a406728ec3d0b79d1393d9a14247a78b4e3,1,collection_2,Versatile tool for transporting garden materials.,,"In a professional studio setting, this item is prominently displayed against a plain white background, with uniform lighting highlighting its sturdy structure and ergonomic handles, captured in a three-quarter view emphasizing its capacity and versatility.",,train
30878,train-00025-of-00032.parquet,3086,1fa6355010d85d8de248f3c14ec4de9c36f44500965667aa25b3c75ab50a02a4,0,collection_2,Large scissors for pruning bushes,,"In the tranquil setting of a Japanese garden, it lies on a bed of moss beneath a canopy of cherry blossoms, enveloped in soft twilight hues.",,train
30879,train-00025-of-00032.parquet,3086,1fa6355010d85d8de248f3c14ec4de9c36f44500965667aa25b3c75ab50a02a4,1,collection_2,Large scissors for pruning bushes,,"Set against a plain white background, this item is displayed in a three-quarter view under high-key lighting, emphasizing its sleek metal blades and ergonomic handles, with every detail in sharp focus.",,train
30880,train-00025-of-00032.parquet,3092,c0e265bc0ea8a9c4d8f47a20ba66bb7cff33e5adf341a436d76d88d53cfe4509,0,collection_2,Hand tool with sharp blades for cutting plants.,,"Amidst the chaos of a bustling city park, it lies next to a painter's bag; the late afternoon sun filtering through the trees gives it an artistic touch amidst the urban greenery.",,train
30881,train-00025-of-00032.parquet,3092,c0e265bc0ea8a9c4d8f47a20ba66bb7cff33e5adf341a436d76d88d53cfe4509,1,collection_2,Hand tool with sharp blades for cutting plants.,,"In a professional studio, it is showcased on a plain white background with uniform lighting, highlighting its sharp, gleaming blades and ergonomic handles from a three-quarter angle, ensuring every polished detail is crisply visible.",,train
30882,train-00025-of-00032.parquet,3097,e26fb6e93788a60f9b19b99fe445f99788a78ab4dbff7024def220ca0243c9f9,0,collection_2,Comfortable ergonomic garden shears.,,"Amidst a lush garden at dawn, this item rests on a wooden bench, glistening with morning dew as soft, warm sunlight filters through the leaves overhead, casting a dappled pattern on the ground and highlighting its sleek, comfortable handles.",,train
30883,train-00025-of-00032.parquet,3097,e26fb6e93788a60f9b19b99fe445f99788a78ab4dbff7024def220ca0243c9f9,1,collection_2,Comfortable ergonomic garden shears.,,"In a professional studio, this tool is displayed against a white background with uniform lighting that highlights its sleek, ergonomic handles in a three-quarter view, showcasing its modern design features and comfortable grip.",,train
30884,train-00025-of-00032.parquet,3100,82e8df975a22dc695e97747b207212c86181d909d1b6feb7a98f670c6c6d9ad9,0,collection_2,Comfortable ergonomic garden shears.,,"Resting on a patio table under a cloudy sky, this tool contrasts against the soft green hues of potted plants, a gentle breeze rustling the leaves and drawing attention to its modern yet practical structure as a summer storm approaches.",,train
30885,train-00025-of-00032.parquet,3100,82e8df975a22dc695e97747b207212c86181d909d1b6feb7a98f670c6c6d9ad9,1,collection_2,Comfortable ergonomic garden shears.,,"In a professional studio, this tool is displayed against a white background with uniform lighting that highlights its sleek, ergonomic handles in a three-quarter view, showcasing its modern design features and comfortable grip.",,train
30886,train-00025-of-00032.parquet,3108,5ac59c6bb89c13d027e6ac6dd925239b57443b3adcddcf4ed4ca7b8afd1e5313,0,collection_2,Small tool for breaking up soil.,,"During an overcast afternoon, it sits on a workbench amid scattered gardening gloves and seed packets, under weak, diffused light from the greenhouse window, with potted plants in the background.",,train
30887,train-00025-of-00032.parquet,3108,5ac59c6bb89c13d027e6ac6dd925239b57443b3adcddcf4ed4ca7b8afd1e5313,1,collection_2,Small tool for breaking up soil.,,"Set against a plain white background in a professional studio, this item is elegantly displayed in a three-quarter view under uniform lighting that highlights its sleek metal tines and ergonomic handle, with no shadows visible.",,train
30888,train-00025-of-00032.parquet,3112,ee5d0cb9970a743e13caee04a005bfa502a0218ef904fa38fdc08056e6cbd309,0,collection_2,Small tool for breaking up soil.,,"Inside a quaint garden shed, it lays on a shelf amidst scattered seed packets and old pots, illuminated by a single shaft of light from a tiny window above.",,train
30889,train-00025-of-00032.parquet,3112,ee5d0cb9970a743e13caee04a005bfa502a0218ef904fa38fdc08056e6cbd309,1,collection_2,Small tool for breaking up soil.,,"Set against a plain white background in a professional studio, this item is elegantly displayed in a three-quarter view under uniform lighting that highlights its sleek metal tines and ergonomic handle, with no shadows visible.",,train
30890,train-00025-of-00032.parquet,3114,84af838cea22134c0beebc125b9756984da306ee0f6d4b3ec8463998d649a919,0,collection_2,Hand tool with multiple metal prongs.,,"Resting on a sandy path amidst flowering shrubs, it catches the midday sun, casting intricate shadows across the grains as bees buzz nearby.",,train
30891,train-00025-of-00032.parquet,3114,84af838cea22134c0beebc125b9756984da306ee0f6d4b3ec8463998d649a919,1,collection_2,Hand tool with multiple metal prongs.,,"Against a pristine white backdrop in a professional studio, this item is spotlighted by even, high-key lighting, showcasing the smooth, ergonomic handle and the sharp, precise lines of its three metal prongs with meticulously captured detail.",,train
30892,train-00025-of-00032.parquet,3123,e9cfb08ba20bcdd5e2dae9f720a7aad380f07177e3201c9a484232968e41e15e,0,collection_2,Efficient tool for soil aeration in gardens.,,"Nestled in a patch of vibrant wildflowers, it is photographed from a low angle, capturing the mid-afternoon sun filtering through the surrounding greenery.",,train
30893,train-00025-of-00032.parquet,3123,e9cfb08ba20bcdd5e2dae9f720a7aad380f07177e3201c9a484232968e41e15e,1,collection_2,Efficient tool for soil aeration in gardens.,,"On a plain white background in a professional studio, it is presented in a high-key lit environment, with a front-facing angle that emphasizes its sleek handle and durable metal tines, free from any shadows, highlighting its robust construction and ergonomic design.",,train
30894,train-00025-of-00032.parquet,3126,cc160d970d092f51865f2f039f91666d6607eb2ad23d818f9484a65a34828b01,0,collection_2,Efficient tool for soil aeration in gardens.,,"In a community garden bustling with activity, it is situated near a row of leafy greens, photographed from the ground level, with people working in the background.",,train
30895,train-00025-of-00032.parquet,3126,cc160d970d092f51865f2f039f91666d6607eb2ad23d818f9484a65a34828b01,1,collection_2,Efficient tool for soil aeration in gardens.,,"On a plain white background in a professional studio, it is presented in a high-key lit environment, with a front-facing angle that emphasizes its sleek handle and durable metal tines, free from any shadows, highlighting its robust construction and ergonomic design.",,train
30896,train-00025-of-00032.parquet,3148,39759d1359b824b0ec9ae638ad0670a60d6049061e15f527f77b7c69cb97bdd9,0,collection_2,Spouted container for precise plant watering.,,"In a serene kitchen windowsill herb garden, it stands in a front-facing position with early morning sunlight streaming in, highlighting the raindrops glistening on fresh basil leaves nearby.",,train
30897,train-00025-of-00032.parquet,3148,39759d1359b824b0ec9ae638ad0670a60d6049061e15f527f77b7c69cb97bdd9,1,collection_2,Spouted container for precise plant watering.,,"In a professional studio setup, shown from a three-quarter view against a plain white background, it is perfectly illuminated by uniform, high-key lighting, highlighting its smooth metallic surface and elegantly designed spout for precise water flow control.",,train
30898,train-00025-of-00032.parquet,3165,14d4dc9fb76e178554e26fc3c86a05b90afa9391e80c8c1f155255be4243beed,0,collection_2,Plastic or biodegradable gardening seed trays.,,"It rests on the damp earth of a shaded forest floor, where dappled sunlight creates patterns on its textured surface alongside fallen leaves and curious squirrels.",,train
30899,train-00025-of-00032.parquet,3165,14d4dc9fb76e178554e26fc3c86a05b90afa9391e80c8c1f155255be4243beed,1,collection_2,Plastic or biodegradable gardening seed trays.,,"This item is showcased in a professional studio against a flawless white backdrop, illuminated by soft, even lighting that highlights its structured and resilient design, with key features such as its perforated surface and compartmentalized sections clearly visible.",,train
30900,train-00025-of-00032.parquet,3172,ceb26b4ec166632de4d6253b052d91a3c0e6aa248f14ba120cc6529ede8e1708,0,collection_2,Gardening trays with small compartmentalized sections.,,"At a community garden by a bustling city street, it is seen on a table with urban skyline in the background, illuminated by warm, golden hour sunlight.",,train
30901,train-00025-of-00032.parquet,3172,ceb26b4ec166632de4d6253b052d91a3c0e6aa248f14ba120cc6529ede8e1708,1,collection_2,Gardening trays with small compartmentalized sections.,,"It is captured in a professional studio against a plain white background with uniform high-key lighting, showcasing the precise layout of its multiple small compartments in a three-quarter view, emphasizing its functional design.",,train
30902,train-00025-of-00032.parquet,3178,1ceea411fc8c4cb053329a5b7aa7b1259f14ebc7c0faf3084f071cd2a6bbe642,0,collection_2,Wireless over-ear headphones with modern design.,,"Perched on a busy city street café table, it reflects the midday sun, as bustling pedestrians and towering skyscrapers encapsulate urban life in the background.",,train
